order	patch_no	decision	category	sha256	filename	reason
1	1	skip	build/packaging	1b8114c8ccd77cc911b0035098af2dccf6ed3449637e18a3a76a198cc6faed10	0001-php-5.3.0-recode.centos.patch	build/packaging glue, not a source security/bug backport
2	2	skip	build/packaging	202ea875d02b3837418b2da2dc5e4059a5fe20b043aad92b8779156f1d35b708	0002-php-7.0.0-systzdata-v13.centos.patch	build/packaging glue, not a source security/bug backport
3	3	skip	build/packaging	9c1c7cec60292deba5eba9313f659ab07eb857db492b3b071749dfe22b09c280	0003-php-5.4.0-phpize.centos.patch	build/packaging glue, not a source security/bug backport
4	4	skip	build/packaging	dbc5a683a96d85859b19d082fe911457aadfd2788f16e4fcdc9a0184f691b22f	0004-PHP-mail-header-patch-for-v7.1.x.patch	build/packaging glue, not a source security/bug backport
5	5	skip	build/packaging	cad8e9031a0ae534e345b716630531224560074988a7d0217cd1d64c6595f9dc	0005-Removed-ZTS-support.patch	build/packaging glue, not a source security/bug backport
6	6	skip	build/packaging	9fa5465b033e8709984404d564363d43af86985873bfb1566e18cb9c989b8fdd	0006-Ensure-that-php.d-is-not-scanned-when-PHPRC-is-set.patch	build/packaging glue, not a source security/bug backport
7	7	skip	build/packaging	5706d71576b65f2948f8635247a18ebde9bfd32298c0d9cef938264769629402	0007-php-7.0.x-fpm-user-ini-docroot.patch	build/packaging glue, not a source security/bug backport
8	8	skip	vendor/sapi	9228c067cff637420ef8be84ed59f70c43497763c9aaf514f74cb6fa5bb29ff2	0008-Chroot-FPM-users-with-noshell-and-jailshell.patch	CloudLinux/LiteSpeed/EA4 runtime- or SAPI-specific
9	9	skip	build/packaging	6a0d01255a5ef9455e3bc41051da86cfd5281320116e4c4258beec8c762019c4	0009-php-fpm.epoll.patch	build/packaging glue, not a source security/bug backport
10	400	skip	build/packaging	6d04f347a0201efdea6dbd236a95d5440fda1b7946e28084479f07384abe1889	0010-0020-PLESK-sig-block-reexec.patch	build/packaging glue, not a source security/bug backport
11	401	skip	build/packaging	96406ef355dd5b8b7654dd765975e44d8f75b9e39eb65c4a8170f3da490fd71d	0011-0021-PLESK-avoid-child-ignorance.patch	build/packaging glue, not a source security/bug backport
12	402	skip	build/packaging	c472a13b1126c49d9d04ab3892e006104614791439c722df4ea4b7419ac7b3fc	0012-0022-PLESK-missed-kill.patch	build/packaging glue, not a source security/bug backport
13	403	skip	build/packaging	f26f936ac0fddbd577e6ea438c13d9c84091663a0841fa8f291b022f1022438d	0013-php-5.6.3-datetests.centos.patch	build/packaging glue, not a source security/bug backport
14	404	skip	build/packaging	a277ac6ef1b04e9f747f15f231772b0e26aaec0779d80985925034ee73e9c81a	0014-php-7.0.0-oldpcre.centos.patch	build/packaging glue, not a source security/bug backport
15	405	skip	build/packaging	b5b7537cccb5bc985bdd4b7d6ce11e8bd121a55fc3022c82a7c79caee33e6e0d	0015-Update-libxml-include-file-references.patch	build/packaging glue, not a source security/bug backport
16	201	skip	build/packaging	26c782b5cdbdeb752b1ad4b99b84e76152129fcea043b937706249bb7bccc599	php-7.3.33-snmp-disable-des.patch	build/packaging glue, not a source security/bug backport
17	202	keep	forced	5830339a4de270def88ddba1449a5de0fc336908fbe2fd625bddacaef6645c09	php-7.3.33-fix-for-openssl-3.0.x.patch	force-kept via patches-local/include
18	203	skip	build/packaging	b48a7e6e95cbd4e69097b5117c864680171dece08ed7ee1d6b3f25215351513a	php-8.2-fix-for-libxml2.13.patch	build/packaging glue, not a source security/bug backport
19	210	skip	vendor/sapi	3fd750969ac7a0d2cf0aa569684f3bad912014196dd13db0d015daae2dde2f32	litespeed-8.0.1-process_lsapi_phpini.patch	CloudLinux/LiteSpeed/EA4 runtime- or SAPI-specific
20	211	skip	vendor/sapi	491ef6f48877d858b0c061b19f6b0785333faee5089bc0eb0abccca85ddfe655	litespeed-8.0.1-userini_homedir.patch	CloudLinux/LiteSpeed/EA4 runtime- or SAPI-specific
21	212	skip	vendor/sapi	2eaaf7625d16ecd79f3866d9a29a1c8a8ec53f973e22a770a3a69d6943cb566e	litespeed-8.0.1-log.patch	CloudLinux/LiteSpeed/EA4 runtime- or SAPI-specific
22	213	skip	vendor/sapi	b19ddaf83c5bb2f1b87822fe94ee7fdf40040446ecbad6cc651aed39a38ad41d	litespeed-8.0.1.use_reject.patch	CloudLinux/LiteSpeed/EA4 runtime- or SAPI-specific
23	215	skip	vendor/sapi	1c900b78ca1bfc3a4333aa1110e2f1dfe0c89c66551bf2e29287d0a110c69e7a	litespeed-8.0.1.avoid_zombies.patch	CloudLinux/LiteSpeed/EA4 runtime- or SAPI-specific
24	216	skip	vendor/sapi	5ed0d8178d2c4172a3fed29c2a31efec1598b971517fc2b0b64f54fe73ce7da7	litespeed-8.0.1.dis_keeplistener.patch	CloudLinux/LiteSpeed/EA4 runtime- or SAPI-specific
25	217	skip	vendor/sapi	5901f255dc1fd6a72dc8a9bd627a7b46c69057efa2b600fb2ee00bbc8d9a0db7	litespeed-8.0.1-graceful_stop.patch	CloudLinux/LiteSpeed/EA4 runtime- or SAPI-specific
26	218	skip	vendor/sapi	796b4d8fded2bb7ac156be2e0a79959019feadf3a4679282eddf26484cc7d48c	litespeed-8.0.1.crash_limit.patch	CloudLinux/LiteSpeed/EA4 runtime- or SAPI-specific
27	219	skip	vendor/sapi	fc6dbda1d4fdf7236778d5c3b9a6343e6ab810a47090e9688794ba9943aa10e0	litespeed-8.0.1-tsrmls.patch	CloudLinux/LiteSpeed/EA4 runtime- or SAPI-specific
28	220	skip	vendor/sapi	2c2f4ee2a9531978d02188e8c433171a87610c7ba87e0dc2a69c0d1f781f85ec	litespeed-8.0.1-cloudlinux.patch	CloudLinux/LiteSpeed/EA4 runtime- or SAPI-specific
29	221	skip	vendor/sapi	cb1f55c15df284b9c991fd2f594334df6c80b68d487db46fb58a9bf8d738ac5a	litespeed-8.0.1.wink_fix.patch	CloudLinux/LiteSpeed/EA4 runtime- or SAPI-specific
30	222	skip	vendor/sapi	a30f0094074c3605b9b204b2f6236c5c68c6a1511737c1a2b9be7bd8c5a8cfea	litespeed-8.0.1-move_override_ini.patch	CloudLinux/LiteSpeed/EA4 runtime- or SAPI-specific
31	1000	skip	vendor/sapi	a34dd390e6867acd556b2cb7f33ae5b7297f04f909a4deb1b7cd8aeb0fad9324	cloudlinux-php-fpm.7.0.dl.ea-php.v4.patch	CloudLinux/LiteSpeed/EA4 runtime- or SAPI-specific
32	1013	keep	bug	004ce70dac93bc1d94f92b500f6dd5252c3e5acbda9a38b1934c1686cd16c9f4	bug78910.patch	
33	1014	keep	bug	1b6bf30447ac2c7f8337596080ee49bf982268e949bf4907c7e389351d00761a	bug78862.patch	
34	1015	keep	bug	f35e33002496d776efda6eacae728f04a52faab6a51bf45a675d2d51e8187c95	bug78878.patch	
35	1016	keep	bug	1711a0b866a64ed5b2416404a60320cfa4f14e1ef2bab2ad3032d334cfd09a96	bug78793.patch	
36	1017	keep	bug	add8594db123fe0ca8b027989cc018d54f4e568a75cf7170ba672aa8cb8a08db	bug78863.patch	
37	1018	keep	bug	ed4f309bffb2c4adc0daf3650065f72ef0a51bc8e38c5c49378f2ea8b2079b1e	php-7.1.33-bug79037.patch	
38	1019	keep	bug	1b4b06fadb5101fecad5c2b36276383719af5cdb4bcd3933b67c12028243ede3	php-7.1.33-bug79082.patch	
39	1020	keep	bug	3d57d048c2439434bd1476ba3cf938bbfeab645c52a1d8ef7e2a40d5ed2b187a	php-7.1.33-bug79091.patch	
40	1021	keep	bug	8011408a4fab32f99b01b3b26d137b13e14ec8e260c0d74b192487092d9a805b	php-7.1.33-bug79099.patch	
41	1022	keep	bug	19c148b0c9f4374b1cb60df073622c107e897b6001d43697f2ce20c3dc608b1c	php-7.1.33-bug79221.patch	
42	1023	keep	bug	c6d16a7b83aaa1eebb76a5e2ebe7b3da3a240451ad2f96a41c58e2b4170940a0	php-7.1.33-bug77569.patch	
43	1024	keep	bug	a36ec4dc8d4b1029bc8b7f1a22215a8965bdfef9201012e934328decc1b74406	php-7.1.33-bug79078.patch	
44	1025	keep	bug	8953e08cf297b60082701ffec80216b14ab3ea6b7b72bc8be39b7f38719ba13b	php-7.1.33-bug79282.patch	
45	1026	keep	bug	959a215fae5576b33f215631a6e4a6119729beb94302429644ba76d9730d7bd6	php-7.1.33-bug79329.patch	
46	1027	keep	bug	bd411f5d6ce903e57c5dcb62f3070fe65fadf3d167aa8b639a7cef36f11bd538	php-7.1.33-bug61597.patch	
